TicketID,Fecha,Ruta,Fecha-Ruta,Producto,Cantidad,PrecioUnit,Pasajeros,ObjetivoVentas,DiaSemana
3101,2024-03-18,AGP-MAD,2024-03-18_AGP-MAD,Cerveza,3,7.51,245,1046,Monday
3101,2024-03-18,AGP-MAD,2024-03-18_AGP-MAD,Snack,1,6.09,245,1699,Monday
3101,2024-03-18,AGP-MAD,2024-03-18_AGP-MAD,Bocadillo,1,10.11,245,889,Monday
3102,2024-03-18,AGP-MAD,2024-03-18_AGP-MAD,Refresco,3,3.64,245,1034,Monday
3102,2024-03-18,AGP-MAD,2024-03-18_AGP-MAD,Snack,1,5.62,245,1957,Monday
3102,2024-03-18,AGP-MAD,2024-03-18_AGP-MAD,Agua,2,2.6,245,1107,Monday
3103,2024-03-18,AGP-MAD,2024-03-18_AGP-MAD,Snack,3,6.28,245,855,Monday
3104,2024-03-18,AGP-MAD,2024-03-18_AGP-MAD,Snack,1,6.26,245,769,Monday
3105,2024-03-18,BCN-PMI,2024-03-18_BCN-PMI,Bocadillo,3,9.81,240,1329,Monday
3106,2024-03-18,BCN-PMI,2024-03-18_BCN-PMI,Agua,1,2.52,240,1457,Monday
3106,2024-03-18,BCN-PMI,2024-03-18_BCN-PMI,Cerveza,2,7.94,240,1226,Monday
3106,2024-03-18,BCN-PMI,2024-03-18_BCN-PMI,Refresco,2,3.88,240,1821,Monday
3107,2024-03-18,BCN-PMI,2024-03-18_BCN-PMI,Snack,3,6.16,240,1554,Monday
3108,2024-03-18,PMI-BCN,2024-03-18_PMI-BCN,Bocadillo,3,9.85,95,921,Monday
3108,2024-03-18,PMI-BCN,2024-03-18_PMI-BCN,Agua,2,2.58,95,920,Monday
3109,2024-03-18,PMI-BCN,2024-03-18_PMI-BCN,Snack,3,5.78,95,1352,Monday
3109,2024-03-18,PMI-BCN,2024-03-18_PMI-BCN,Bocadillo,2,10.28,95,1344,Monday
3109,2024-03-18,PMI-BCN,2024-03-18_PMI-BCN,Cerveza,3,8.21,95,815,Monday
3110,2024-03-18,PMI-BCN,2024-03-18_PMI-BCN,Cerveza,1,7.61,95,1553,Monday
3111,2024-03-19,MAD-BCN,2024-03-19_MAD-BCN,Cerveza,3,8.13,229,1570,Tuesday
3111,2024-03-19,MAD-BCN,2024-03-19_MAD-BCN,Café,1,3.7,229,1895,Tuesday
3112,2024-03-19,MAD-BCN,2024-03-19_MAD-BCN,Snack,1,5.82,229,1436,Tuesday
3112,2024-03-19,MAD-BCN,2024-03-19_MAD-BCN,Café,1,3.88,229,1467,Tuesday
3112,2024-03-19,MAD-BCN,2024-03-19_MAD-BCN,Refresco,1,3.46,229,1143,Tuesday
3113,2024-03-19,MAD-BCN,2024-03-19_MAD-BCN,Snack,2,5.9,229,687,Tuesday
3113,2024-03-19,MAD-BCN,2024-03-19_MAD-BCN,Café,1,4.16,229,845,Tuesday
3113,2024-03-19,MAD-BCN,2024-03-19_MAD-BCN,Bocadillo,1,10.29,229,1510,Tuesday
3114,2024-03-19,MAD-BCN,2024-03-19_MAD-BCN,Cerveza,3,8.39,229,988,Tuesday
3114,2024-03-19,MAD-BCN,2024-03-19_MAD-BCN,Agua,1,2.72,229,896,Tuesday
3114,2024-03-19,MAD-BCN,2024-03-19_MAD-BCN,Snack,3,6.12,229,1637,Tuesday
3115,2024-03-19,MAD-BCN,2024-03-19_MAD-BCN,Cerveza,1,7.9,229,872,Tuesday
3115,2024-03-19,MAD-BCN,2024-03-19_MAD-BCN,Snack,1,6.12,229,827,Tuesday
3115,2024-03-19,MAD-BCN,2024-03-19_MAD-BCN,Bocadillo,3,9.53,229,679,Tuesday
3116,2024-03-19,MAD-BCN,2024-03-19_MAD-BCN,Cerveza,2,7.91,229,1019,Tuesday
3116,2024-03-19,MAD-BCN,2024-03-19_MAD-BCN,Refresco,3,3.45,229,1420,Tuesday
3117,2024-03-19,MAD-BCN,2024-03-19_MAD-BCN,Café,3,4.07,229,750,Tuesday
3118,2024-03-19,MAD-BCN,2024-03-19_MAD-BCN,Refresco,1,3.55,229,1317,Tuesday
3119,2024-03-19,BCN-MAD,2024-03-19_BCN-MAD,Refresco,3,3.34,70,767,Tuesday
3119,2024-03-19,BCN-MAD,2024-03-19_BCN-MAD,Café,3,3.62,70,864,Tuesday
3119,2024-03-19,BCN-MAD,2024-03-19_BCN-MAD,Agua,3,2.36,70,1620,Tuesday
3120,2024-03-19,BCN-MAD,2024-03-19_BCN-MAD,Cerveza,1,8.12,70,1622,Tuesday
3120,2024-03-19,BCN-MAD,2024-03-19_BCN-MAD,Snack,2,6.22,70,1216,Tuesday
3121,2024-03-19,BCN-MAD,2024-03-19_BCN-MAD,Bocadillo,3,9.73,70,1239,Tuesday
3121,2024-03-19,BCN-MAD,2024-03-19_BCN-MAD,Agua,3,2.35,70,1753,Tuesday
3122,2024-03-19,BCN-MAD,2024-03-19_BCN-MAD,Bocadillo,1,10.23,70,1525,Tuesday
3122,2024-03-19,BCN-MAD,2024-03-19_BCN-MAD,Café,1,3.76,70,1850,Tuesday
3123,2024-03-19,BCN-MAD,2024-03-19_BCN-MAD,Cerveza,1,8.19,70,1882,Tuesday
3123,2024-03-19,BCN-MAD,2024-03-19_BCN-MAD,Bocadillo,3,9.98,70,1278,Tuesday
3123,2024-03-19,BCN-MAD,2024-03-19_BCN-MAD,Agua,3,2.77,70,867,Tuesday
3124,2024-03-19,BCN-MAD,2024-03-19_BCN-MAD,Café,2,3.61,70,1133,Tuesday
3124,2024-03-19,BCN-MAD,2024-03-19_BCN-MAD,Snack,2,5.88,70,1296,Tuesday
3124,2024-03-19,BCN-MAD,2024-03-19_BCN-MAD,Bocadillo,1,10.44,70,1317,Tuesday
3125,2024-03-19,BCN-MAD,2024-03-19_BCN-MAD,Snack,3,6.0,70,1462,Tuesday
3125,2024-03-19,BCN-MAD,2024-03-19_BCN-MAD,Cerveza,1,8.49,70,1736,Tuesday
3126,2024-03-19,MAD-PMI,2024-03-19_MAD-PMI,Café,3,3.79,246,952,Tuesday
3127,2024-03-19,MAD-PMI,2024-03-19_MAD-PMI,Bocadillo,2,9.8,246,1212,Tuesday
3127,2024-03-19,MAD-PMI,2024-03-19_MAD-PMI,Snack,1,5.62,246,1701,Tuesday
3127,2024-03-19,MAD-PMI,2024-03-19_MAD-PMI,Agua,3,2.27,246,1031,Tuesday
3128,2024-03-19,MAD-PMI,2024-03-19_MAD-PMI,Café,3,3.8,246,1595,Tuesday
3128,2024-03-19,MAD-PMI,2024-03-19_MAD-PMI,Bocadillo,3,10.06,246,1941,Tuesday
3128,2024-03-19,MAD-PMI,2024-03-19_MAD-PMI,Refresco,3,3.71,246,1832,Tuesday
3129,2024-03-19,MAD-PMI,2024-03-19_MAD-PMI,Agua,1,2.73,246,673,Tuesday
3129,2024-03-19,MAD-PMI,2024-03-19_MAD-PMI,Refresco,1,3.1,246,1929,Tuesday
3129,2024-03-19,MAD-PMI,2024-03-19_MAD-PMI,Snack,1,6.34,246,1122,Tuesday
3130,2024-03-19,MAD-PMI,2024-03-19_MAD-PMI,Agua,2,2.72,246,857,Tuesday
3130,2024-03-19,MAD-PMI,2024-03-19_MAD-PMI,Cerveza,2,7.54,246,1534,Tuesday
3130,2024-03-19,MAD-PMI,2024-03-19_MAD-PMI,Café,3,4.14,246,994,Tuesday
3131,2024-03-19,MAD-PMI,2024-03-19_MAD-PMI,Snack,2,6.1,246,1686,Tuesday
3131,2024-03-19,MAD-PMI,2024-03-19_MAD-PMI,Cerveza,1,8.35,246,1782,Tuesday
3132,2024-03-19,PMI-MAD,2024-03-19_PMI-MAD,Bocadillo,1,10.29,172,1012,Tuesday
3133,2024-03-19,PMI-MAD,2024-03-19_PMI-MAD,Bocadillo,1,9.59,172,1175,Tuesday
3133,2024-03-19,PMI-MAD,2024-03-19_PMI-MAD,Refresco,3,3.24,172,1178,Tuesday
3133,2024-03-19,PMI-MAD,2024-03-19_PMI-MAD,Agua,3,2.87,172,1868,Tuesday
3134,2024-03-19,PMI-MAD,2024-03-19_PMI-MAD,Snack,2,6.34,172,1267,Tuesday
3134,2024-03-19,PMI-MAD,2024-03-19_PMI-MAD,Refresco,1,3.03,172,838,Tuesday
3135,2024-03-19,PMI-MAD,2024-03-19_PMI-MAD,Café,2,4.38,172,736,Tuesday
3135,2024-03-19,PMI-MAD,2024-03-19_PMI-MAD,Cerveza,2,8.01,172,1484,Tuesday
3136,2024-03-19,PMI-MAD,2024-03-19_PMI-MAD,Café,3,3.75,172,1355,Tuesday
3137,2024-03-19,PMI-MAD,2024-03-19_PMI-MAD,Cerveza,1,7.53,172,1420,Tuesday
3137,2024-03-19,PMI-MAD,2024-03-19_PMI-MAD,Bocadillo,1,10.34,172,1552,Tuesday
3137,2024-03-19,PMI-MAD,2024-03-19_PMI-MAD,Snack,1,5.87,172,1242,Tuesday
3138,2024-03-19,PMI-MAD,2024-03-19_PMI-MAD,Bocadillo,3,9.97,172,1848,Tuesday
3138,2024-03-19,PMI-MAD,2024-03-19_PMI-MAD,Cerveza,2,8.34,172,1308,Tuesday
3138,2024-03-19,PMI-MAD,2024-03-19_PMI-MAD,Snack,2,5.52,172,992,Tuesday
3139,2024-03-19,MAD-AGP,2024-03-19_MAD-AGP,Café,1,3.57,95,1811,Tuesday
3139,2024-03-19,MAD-AGP,2024-03-19_MAD-AGP,Agua,2,2.69,95,1010,Tuesday
3139,2024-03-19,MAD-AGP,2024-03-19_MAD-AGP,Bocadillo,1,10.49,95,651,Tuesday
3140,2024-03-19,MAD-AGP,2024-03-19_MAD-AGP,Snack,1,6.45,95,1826,Tuesday
3141,2024-03-19,MAD-AGP,2024-03-19_MAD-AGP,Cerveza,1,7.76,95,1854,Tuesday
3141,2024-03-19,MAD-AGP,2024-03-19_MAD-AGP,Refresco,1,3.92,95,1877,Tuesday
3141,2024-03-19,MAD-AGP,2024-03-19_MAD-AGP,Snack,1,6.07,95,1414,Tuesday
3142,2024-03-19,MAD-AGP,2024-03-19_MAD-AGP,Refresco,3,3.41,95,1763,Tuesday
3143,2024-03-19,MAD-AGP,2024-03-19_MAD-AGP,Bocadillo,2,10.31,95,1313,Tuesday
3143,2024-03-19,MAD-AGP,2024-03-19_MAD-AGP,Agua,2,2.4,95,1798,Tuesday
3144,2024-03-19,MAD-AGP,2024-03-19_MAD-AGP,Agua,2,2.6,95,1821,Tuesday
3144,2024-03-19,MAD-AGP,2024-03-19_MAD-AGP,Cerveza,1,8.26,95,1235,Tuesday
3144,2024-03-19,MAD-AGP,2024-03-19_MAD-AGP,Snack,1,6.39,95,1472,Tuesday
3145,2024-03-19,AGP-MAD,2024-03-19_AGP-MAD,Bocadillo,2,10.18,165,833,Tuesday
3145,2024-03-19,AGP-MAD,2024-03-19_AGP-MAD,Café,2,4.01,165,977,Tuesday
3146,2024-03-19,AGP-MAD,2024-03-19_AGP-MAD,Bocadillo,1,10.05,165,1380,Tuesday
3146,2024-03-19,AGP-MAD,2024-03-19_AGP-MAD,Refresco,3,3.24,165,1648,Tuesday
3147,2024-03-19,BCN-PMI,2024-03-19_BCN-PMI,Cerveza,3,7.66,212,1743,Tuesday
3148,2024-03-19,BCN-PMI,2024-03-19_BCN-PMI,Café,1,3.63,212,1062,Tuesday
3148,2024-03-19,BCN-PMI,2024-03-19_BCN-PMI,Bocadillo,1,9.85,212,1197,Tuesday
3149,2024-03-19,BCN-PMI,2024-03-19_BCN-PMI,Cerveza,3,7.55,212,826,Tuesday
3149,2024-03-19,BCN-PMI,2024-03-19_BCN-PMI,Snack,3,6.29,212,1623,Tuesday
3149,2024-03-19,BCN-PMI,2024-03-19_BCN-PMI,Bocadillo,3,9.55,212,1424,Tuesday
3150,2024-03-19,BCN-PMI,2024-03-19_BCN-PMI,Bocadillo,1,10.06,212,1838,Tuesday
3150,2024-03-19,BCN-PMI,2024-03-19_BCN-PMI,Refresco,2,3.77,212,909,Tuesday
3150,2024-03-19,BCN-PMI,2024-03-19_BCN-PMI,Agua,2,2.96,212,1162,Tuesday
3151,2024-03-19,BCN-PMI,2024-03-19_BCN-PMI,Agua,2,2.7,212,1464,Tuesday
3151,2024-03-19,BCN-PMI,2024-03-19_BCN-PMI,Cerveza,2,8.3,212,1243,Tuesday
3151,2024-03-19,BCN-PMI,2024-03-19_BCN-PMI,Bocadillo,2,9.55,212,1007,Tuesday
3152,2024-03-19,BCN-PMI,2024-03-19_BCN-PMI,Snack,3,5.61,212,1237,Tuesday
3152,2024-03-19,BCN-PMI,2024-03-19_BCN-PMI,Cerveza,2,7.54,212,1523,Tuesday
3152,2024-03-19,BCN-PMI,2024-03-19_BCN-PMI,Agua,3,2.83,212,935,Tuesday
3153,2024-03-19,BCN-PMI,2024-03-19_BCN-PMI,Bocadillo,3,9.93,212,1390,Tuesday
3154,2024-03-19,BCN-PMI,2024-03-19_BCN-PMI,Snack,2,6.49,212,820,Tuesday
3154,2024-03-19,BCN-PMI,2024-03-19_BCN-PMI,Agua,2,2.07,212,1237,Tuesday
3154,2024-03-19,BCN-PMI,2024-03-19_BCN-PMI,Refresco,3,3.22,212,965,Tuesday
3155,2024-03-19,PMI-BCN,2024-03-19_PMI-BCN,Café,1,3.69,250,1293,Tuesday
3155,2024-03-19,PMI-BCN,2024-03-19_PMI-BCN,Cerveza,1,8.42,250,1983,Tuesday
3155,2024-03-19,PMI-BCN,2024-03-19_PMI-BCN,Bocadillo,2,9.67,250,1951,Tuesday
3156,2024-03-19,PMI-BCN,2024-03-19_PMI-BCN,Cerveza,2,8.37,250,1641,Tuesday
3157,2024-03-19,PMI-BCN,2024-03-19_PMI-BCN,Agua,3,2.15,250,1418,Tuesday
3157,2024-03-19,PMI-BCN,2024-03-19_PMI-BCN,Bocadillo,3,9.59,250,956,Tuesday
3158,2024-03-19,PMI-BCN,2024-03-19_PMI-BCN,Agua,1,2.84,250,1703,Tuesday
3159,2024-03-19,PMI-BCN,2024-03-19_PMI-BCN,Agua,1,2.31,250,1848,Tuesday
3160,2024-03-19,PMI-BCN,2024-03-19_PMI-BCN,Snack,2,5.89,250,868,Tuesday
3160,2024-03-19,PMI-BCN,2024-03-19_PMI-BCN,Café,1,4.19,250,1567,Tuesday
3161,2024-03-20,MAD-BCN,2024-03-20_MAD-BCN,Café,3,3.86,150,1168,Wednesday
3161,2024-03-20,MAD-BCN,2024-03-20_MAD-BCN,Refresco,3,3.59,150,1331,Wednesday
3162,2024-03-20,MAD-BCN,2024-03-20_MAD-BCN,Bocadillo,2,9.73,150,730,Wednesday
3162,2024-03-20,MAD-BCN,2024-03-20_MAD-BCN,Agua,2,2.65,150,1300,Wednesday
3163,2024-03-20,MAD-BCN,2024-03-20_MAD-BCN,Agua,3,2.71,150,1606,Wednesday
3163,2024-03-20,MAD-BCN,2024-03-20_MAD-BCN,Café,3,4.23,150,1762,Wednesday
3163,2024-03-20,MAD-BCN,2024-03-20_MAD-BCN,Refresco,2,3.47,150,1390,Wednesday
3164,2024-03-20,MAD-BCN,2024-03-20_MAD-BCN,Refresco,2,3.12,150,1863,Wednesday
3164,2024-03-20,MAD-BCN,2024-03-20_MAD-BCN,Café,3,4.32,150,1090,Wednesday
3165,2024-03-20,MAD-BCN,2024-03-20_MAD-BCN,Cerveza,2,7.95,150,1535,Wednesday
3165,2024-03-20,MAD-BCN,2024-03-20_MAD-BCN,Refresco,1,3.11,150,979,Wednesday
3165,2024-03-20,MAD-BCN,2024-03-20_MAD-BCN,Bocadillo,1,10.45,150,850,Wednesday
3166,2024-03-20,MAD-BCN,2024-03-20_MAD-BCN,Agua,2,2.39,150,1565,Wednesday
3166,2024-03-20,MAD-BCN,2024-03-20_MAD-BCN,Café,3,3.7,150,1278,Wednesday
3166,2024-03-20,MAD-BCN,2024-03-20_MAD-BCN,Cerveza,1,8.07,150,1386,Wednesday
3167,2024-03-20,BCN-MAD,2024-03-20_BCN-MAD,Refresco,1,3.14,58,1483,Wednesday
3167,2024-03-20,BCN-MAD,2024-03-20_BCN-MAD,Snack,2,5.86,58,1993,Wednesday
3168,2024-03-20,BCN-MAD,2024-03-20_BCN-MAD,Bocadillo,2,10.37,58,1338,Wednesday
3168,2024-03-20,BCN-MAD,2024-03-20_BCN-MAD,Cerveza,1,8.46,58,691,Wednesday
3169,2024-03-20,BCN-MAD,2024-03-20_BCN-MAD,Snack,2,5.56,58,1696,Wednesday
3170,2024-03-20,BCN-MAD,2024-03-20_BCN-MAD,Bocadillo,2,9.73,58,740,Wednesday
3170,2024-03-20,BCN-MAD,2024-03-20_BCN-MAD,Snack,2,5.93,58,1656,Wednesday
3170,2024-03-20,BCN-MAD,2024-03-20_BCN-MAD,Refresco,1,3.16,58,909,Wednesday
3171,2024-03-20,BCN-MAD,2024-03-20_BCN-MAD,Cerveza,3,8.42,58,1958,Wednesday
3171,2024-03-20,BCN-MAD,2024-03-20_BCN-MAD,Café,2,4.48,58,614,Wednesday
3171,2024-03-20,BCN-MAD,2024-03-20_BCN-MAD,Refresco,2,3.72,58,1914,Wednesday
3172,2024-03-20,BCN-MAD,2024-03-20_BCN-MAD,Bocadillo,3,10.29,58,1318,Wednesday
3172,2024-03-20,BCN-MAD,2024-03-20_BCN-MAD,Agua,2,2.07,58,768,Wednesday
3172,2024-03-20,BCN-MAD,2024-03-20_BCN-MAD,Refresco,1,3.49,58,921,Wednesday
3173,2024-03-20,BCN-MAD,2024-03-20_BCN-MAD,Refresco,1,3.36,58,1924,Wednesday
3173,2024-03-20,BCN-MAD,2024-03-20_BCN-MAD,Snack,3,6.17,58,1349,Wednesday
3173,2024-03-20,BCN-MAD,2024-03-20_BCN-MAD,Café,2,4.09,58,791,Wednesday
3174,2024-03-20,MAD-PMI,2024-03-20_MAD-PMI,Bocadillo,3,10.33,103,798,Wednesday
3174,2024-03-20,MAD-PMI,2024-03-20_MAD-PMI,Cerveza,1,7.62,103,1943,Wednesday
3175,2024-03-20,MAD-PMI,2024-03-20_MAD-PMI,Snack,1,5.81,103,1020,Wednesday
3175,2024-03-20,MAD-PMI,2024-03-20_MAD-PMI,Cerveza,3,7.67,103,656,Wednesday
3176,2024-03-20,MAD-PMI,2024-03-20_MAD-PMI,Cerveza,3,8.41,103,1267,Wednesday
3177,2024-03-20,MAD-PMI,2024-03-20_MAD-PMI,Refresco,2,3.56,103,1493,Wednesday
3177,2024-03-20,MAD-PMI,2024-03-20_MAD-PMI,Agua,1,2.3,103,919,Wednesday
3178,2024-03-20,MAD-PMI,2024-03-20_MAD-PMI,Café,1,3.76,103,766,Wednesday
3179,2024-03-20,MAD-PMI,2024-03-20_MAD-PMI,Bocadillo,3,10.27,103,892,Wednesday
3180,2024-03-20,MAD-PMI,2024-03-20_MAD-PMI,Bocadillo,1,9.54,103,1876,Wednesday
3180,2024-03-20,MAD-PMI,2024-03-20_MAD-PMI,Agua,1,2.94,103,1709,Wednesday
3180,2024-03-20,MAD-PMI,2024-03-20_MAD-PMI,Cerveza,3,8.04,103,1847,Wednesday
3181,2024-03-20,MAD-PMI,2024-03-20_MAD-PMI,Bocadillo,3,9.99,103,1283,Wednesday
3182,2024-03-20,PMI-MAD,2024-03-20_PMI-MAD,Café,1,4.01,242,1106,Wednesday
3183,2024-03-20,PMI-MAD,2024-03-20_PMI-MAD,Agua,2,2.44,242,669,Wednesday
3183,2024-03-20,PMI-MAD,2024-03-20_PMI-MAD,Café,1,3.71,242,1704,Wednesday
3183,2024-03-20,PMI-MAD,2024-03-20_PMI-MAD,Refresco,1,3.04,242,606,Wednesday
3184,2024-03-20,MAD-AGP,2024-03-20_MAD-AGP,Refresco,2,3.89,243,1688,Wednesday
3184,2024-03-20,MAD-AGP,2024-03-20_MAD-AGP,Cerveza,3,8.05,243,1545,Wednesday
3184,2024-03-20,MAD-AGP,2024-03-20_MAD-AGP,Bocadillo,1,9.59,243,908,Wednesday
3185,2024-03-20,MAD-AGP,2024-03-20_MAD-AGP,Refresco,1,3.88,243,668,Wednesday
3186,2024-03-20,MAD-AGP,2024-03-20_MAD-AGP,Agua,1,2.83,243,1728,Wednesday
3186,2024-03-20,MAD-AGP,2024-03-20_MAD-AGP,Café,1,4.41,243,1102,Wednesday
3187,2024-03-20,MAD-AGP,2024-03-20_MAD-AGP,Refresco,1,3.52,243,1254,Wednesday
3187,2024-03-20,MAD-AGP,2024-03-20_MAD-AGP,Agua,2,2.87,243,681,Wednesday
3187,2024-03-20,MAD-AGP,2024-03-20_MAD-AGP,Cerveza,2,8.1,243,1810,Wednesday
3188,2024-03-20,MAD-AGP,2024-03-20_MAD-AGP,Cerveza,2,7.85,243,1006,Wednesday
3188,2024-03-20,MAD-AGP,2024-03-20_MAD-AGP,Bocadillo,2,9.76,243,1429,Wednesday
3189,2024-03-20,MAD-AGP,2024-03-20_MAD-AGP,Agua,1,2.93,243,1464,Wednesday
3190,2024-03-20,AGP-MAD,2024-03-20_AGP-MAD,Agua,3,2.91,76,1979,Wednesday
3190,2024-03-20,AGP-MAD,2024-03-20_AGP-MAD,Cerveza,3,7.77,76,1757,Wednesday
3191,2024-03-20,AGP-MAD,2024-03-20_AGP-MAD,Cerveza,1,8.28,76,810,Wednesday
3191,2024-03-20,AGP-MAD,2024-03-20_AGP-MAD,Bocadillo,1,10.15,76,908,Wednesday
3192,2024-03-20,AGP-MAD,2024-03-20_AGP-MAD,Bocadillo,2,10.08,76,1484,Wednesday
3193,2024-03-20,AGP-MAD,2024-03-20_AGP-MAD,Agua,3,2.9,76,628,Wednesday
3193,2024-03-20,AGP-MAD,2024-03-20_AGP-MAD,Cerveza,1,7.84,76,635,Wednesday
3193,2024-03-20,AGP-MAD,2024-03-20_AGP-MAD,Café,2,4.03,76,1817,Wednesday
3194,2024-03-20,AGP-MAD,2024-03-20_AGP-MAD,Café,1,4.12,76,670,Wednesday
3194,2024-03-20,AGP-MAD,2024-03-20_AGP-MAD,Snack,1,6.47,76,1268,Wednesday
3194,2024-03-20,AGP-MAD,2024-03-20_AGP-MAD,Agua,2,2.88,76,1895,Wednesday
3195,2024-03-20,AGP-MAD,2024-03-20_AGP-MAD,Cerveza,1,7.71,76,754,Wednesday
3195,2024-03-20,AGP-MAD,2024-03-20_AGP-MAD,Refresco,3,3.76,76,887,Wednesday
3196,2024-03-20,AGP-MAD,2024-03-20_AGP-MAD,Bocadillo,3,10.04,76,749,Wednesday
3197,2024-03-20,AGP-MAD,2024-03-20_AGP-MAD,Agua,1,2.98,76,741,Wednesday
3197,2024-03-20,AGP-MAD,2024-03-20_AGP-MAD,Cerveza,3,7.73,76,1486,Wednesday
3198,2024-03-20,BCN-PMI,2024-03-20_BCN-PMI,Bocadillo,1,10.13,241,1809,Wednesday
3198,2024-03-20,BCN-PMI,2024-03-20_BCN-PMI,Agua,2,2.74,241,1664,Wednesday
3199,2024-03-20,BCN-PMI,2024-03-20_BCN-PMI,Refresco,3,3.94,241,1724,Wednesday
3199,2024-03-20,BCN-PMI,2024-03-20_BCN-PMI,Cerveza,1,8.4,241,1140,Wednesday
3200,2024-03-20,BCN-PMI,2024-03-20_BCN-PMI,Agua,1,2.49,241,1326,Wednesday
3200,2024-03-20,BCN-PMI,2024-03-20_BCN-PMI,Café,1,4.14,241,806,Wednesday
3201,2024-03-20,BCN-PMI,2024-03-20_BCN-PMI,Snack,3,6.12,241,1067,Wednesday
3201,2024-03-20,BCN-PMI,2024-03-20_BCN-PMI,Bocadillo,1,9.68,241,1855,Wednesday
3202,2024-03-20,BCN-PMI,2024-03-20_BCN-PMI,Café,3,4.07,241,1988,Wednesday
3202,2024-03-20,BCN-PMI,2024-03-20_BCN-PMI,Cerveza,1,7.93,241,1602,Wednesday
3202,2024-03-20,BCN-PMI,2024-03-20_BCN-PMI,Refresco,1,3.33,241,1647,Wednesday
3203,2024-03-20,BCN-PMI,2024-03-20_BCN-PMI,Bocadillo,2,10.06,241,1237,Wednesday
3204,2024-03-20,BCN-PMI,2024-03-20_BCN-PMI,Snack,2,5.68,241,672,Wednesday
3204,2024-03-20,BCN-PMI,2024-03-20_BCN-PMI,Café,1,4.34,241,1002,Wednesday
3204,2024-03-20,BCN-PMI,2024-03-20_BCN-PMI,Refresco,3,3.55,241,1873,Wednesday
3205,2024-03-20,BCN-PMI,2024-03-20_BCN-PMI,Snack,2,5.74,241,962,Wednesday
3205,2024-03-20,BCN-PMI,2024-03-20_BCN-PMI,Café,1,4.25,241,1737,Wednesday
3206,2024-03-20,PMI-BCN,2024-03-20_PMI-BCN,Café,1,3.54,240,1146,Wednesday
3207,2024-03-20,PMI-BCN,2024-03-20_PMI-BCN,Agua,3,2.57,240,1567,Wednesday
3207,2024-03-20,PMI-BCN,2024-03-20_PMI-BCN,Cerveza,3,8.33,240,1202,Wednesday
3207,2024-03-20,PMI-BCN,2024-03-20_PMI-BCN,Bocadillo,3,9.77,240,725,Wednesday
3208,2024-03-20,PMI-BCN,2024-03-20_PMI-BCN,Refresco,2,3.0,240,1406,Wednesday
3209,2024-03-21,MAD-BCN,2024-03-21_MAD-BCN,Agua,3,2.59,175,1443,Thursday
3209,2024-03-21,MAD-BCN,2024-03-21_MAD-BCN,Refresco,1,3.81,175,1770,Thursday
3209,2024-03-21,MAD-BCN,2024-03-21_MAD-BCN,Snack,1,5.79,175,1054,Thursday
3210,2024-03-21,MAD-BCN,2024-03-21_MAD-BCN,Bocadillo,3,9.52,175,1258,Thursday
3210,2024-03-21,MAD-BCN,2024-03-21_MAD-BCN,Cerveza,3,7.84,175,1060,Thursday
3210,2024-03-21,MAD-BCN,2024-03-21_MAD-BCN,Agua,2,2.76,175,1218,Thursday
3211,2024-03-21,MAD-BCN,2024-03-21_MAD-BCN,Agua,1,2.25,175,1351,Thursday
3212,2024-03-21,BCN-MAD,2024-03-21_BCN-MAD,Agua,3,2.45,90,1862,Thursday
3213,2024-03-21,BCN-MAD,2024-03-21_BCN-MAD,Agua,2,2.69,90,723,Thursday
3214,2024-03-21,BCN-MAD,2024-03-21_BCN-MAD,Agua,2,2.83,90,1730,Thursday
3215,2024-03-21,BCN-MAD,2024-03-21_BCN-MAD,Cerveza,3,7.6,90,1272,Thursday
3215,2024-03-21,BCN-MAD,2024-03-21_BCN-MAD,Refresco,2,3.03,90,631,Thursday
3215,2024-03-21,BCN-MAD,2024-03-21_BCN-MAD,Agua,1,2.39,90,1540,Thursday
3216,2024-03-21,BCN-MAD,2024-03-21_BCN-MAD,Cerveza,1,7.98,90,731,Thursday
3216,2024-03-21,BCN-MAD,2024-03-21_BCN-MAD,Snack,1,5.63,90,1821,Thursday
3217,2024-03-21,BCN-MAD,2024-03-21_BCN-MAD,Refresco,2,3.9,90,1469,Thursday
3217,2024-03-21,BCN-MAD,2024-03-21_BCN-MAD,Snack,3,6.44,90,1121,Thursday
3218,2024-03-21,BCN-MAD,2024-03-21_BCN-MAD,Snack,2,5.94,90,874,Thursday
3218,2024-03-21,BCN-MAD,2024-03-21_BCN-MAD,Refresco,1,3.69,90,1069,Thursday
3219,2024-03-21,BCN-MAD,2024-03-21_BCN-MAD,Café,1,3.8,90,869,Thursday
3220,2024-03-21,MAD-PMI,2024-03-21_MAD-PMI,Refresco,3,3.54,82,1276,Thursday
3220,2024-03-21,MAD-PMI,2024-03-21_MAD-PMI,Agua,2,2.68,82,1629,Thursday
3221,2024-03-21,MAD-PMI,2024-03-21_MAD-PMI,Refresco,2,3.89,82,907,Thursday
3221,2024-03-21,MAD-PMI,2024-03-21_MAD-PMI,Café,2,3.98,82,748,Thursday
3221,2024-03-21,MAD-PMI,2024-03-21_MAD-PMI,Bocadillo,3,9.79,82,742,Thursday
3222,2024-03-21,MAD-PMI,2024-03-21_MAD-PMI,Snack,1,6.15,82,1547,Thursday
3222,2024-03-21,MAD-PMI,2024-03-21_MAD-PMI,Bocadillo,1,9.89,82,1663,Thursday
